#this format is:
#index t X V
682 6.81 7.32450360152 -0.449639847878
683 6.82 7.32021851317 -0.478148682872
684 6.83 7.31491464119 -0.508535880645
685 6.84 7.30967516016 -0.532483983752
686 6.85 7.30444735307 -0.555264693024
687 6.86 7.29816105984 -0.583894015749
688 6.87 7.29193928329 -0.60607167096
689 6.88 7.28574620269 -0.625379731113
690 6.89 7.27965406042 -0.634593957687
691 6.9 7.27320331165 -0.679668834647
692 6.91 7.26605122699 -0.694877301006
693 6.92 7.25931358911 -0.668641088707
694 6.93 7.25239342413 -0.660657586888
695 6.94 7.24522285216 -0.677714783906
696 6.95 7.23825845904 -0.674154095575
697 6.96 7.23136461951 -0.663538049193
698 6.97 7.22418887881 -0.681112119081
699 6.98 7.21727862846 -0.672137153656
700 6.99 7.21040050566 -0.659949433947
701 7.0 7.2037810505 -0.621894949784
702 7.01 7.19786532159 -0.613467841228
703 7.02 7.19212222693 -0.587777306882
704 7.03 7.18604623381 -0.595376618993
705 7.04 7.18017907506 -0.58209249374
706 7.05 7.17426068195 -0.573931805227
707 7.06 7.1686489928 -0.535100720191
708 7.07 7.16390725016 -0.50927498435
709 7.08 7.15942778257 -0.457221743351
710 7.09 7.15470966661 -0.429033338845
711 7.1 7.15088596966 -0.411403033605
712 7.11 7.14714582663 -0.385417336814
713 7.12 7.14347467006 -0.352532993762
714 7.13 7.14014738929 -0.285261071154
715 7.14 7.13745598595 -0.254401405194
716 7.15 7.13467165781 -0.232834218999
717 7.16 7.1330836009 -0.191639909604
718 7.17 7.1314562996 -0.154370039543
719 7.18 7.12977974218 -0.122025781642
720 7.19 7.12910755155 -0.089244844962
721 7.2 7.12856384894 -0.0436151058299
722 7.21 7.12910304845 0.0103048451256
723 7.22 7.12934399638 0.0343996377412
724 7.23 7.12992894731 0.0928947306994
725 7.24 7.13124457398 0.124457397601
726 7.25 7.13265367072 0.165367071541
727 7.26 7.13465932801 0.165932801157
728 7.27 7.13700763496 0.200763495793
729 7.28 7.13944015569 0.244015568861
730 7.29 7.1416596873 0.265968729723
731 7.3 7.14513732586 0.313732586216
732 7.31 7.14817550164 0.317550163638
733 7.32 7.15141839919 0.34183991902
734 7.33 7.15467359768 0.367359768478
735 7.34 7.15895812152 0.395812152145
736 7.35 7.1629369435 0.393694350179
737 7.36 7.16721017191 0.421017191045
738 7.37 7.17125874312 0.425874311798
739 7.38 7.17529634731 0.429634730817
740 7.39 7.17946163308 0.446163307513
741 7.4 7.18366630456 0.466630455693
742 7.41 7.18872378322 0.472378322366
743 7.42 7.19387465474 0.487465473597
744 7.43 7.19892678562 0.492678561584
745 7.44 7.20408450713 0.508450713334
746 7.45 7.20924593829 0.524593828821
747 7.46 7.21397345183 0.49734518268
748 7.47 7.21885672848 0.485672847829
749 7.48 7.2237379635 0.473796349754
750 7.49 7.22858350764 0.45835076414
751 7.5 7.23352495705 0.452495705477
752 7.51 7.23852166205 0.452166204662
753 7.52 7.24352375558 0.452375558136
754 7.53 7.24834231396 0.434231396396
755 7.54 7.2522987928 0.429879280038
756 7.55 7.25631526382 0.431526381625
757 7.56 7.26035302039 0.435302039461
758 7.57 7.26436061971 0.436061970827
759 7.58 7.26794621654 0.394621653505
760 7.59 7.27139595455 0.339595454736
761 7.6 7.27440988621 0.340988621239
762 7.61 7.27707732171 0.307732170884
763 7.62 7.27966378254 0.266378253793
764 7.63 7.28222258068 0.222258067544
765 7.64 7.28412708869 0.212708869021
766 7.65 7.28575935629 0.175935628688
767 7.66 7.28720128107 0.12012810704
768 7.67 7.28796812547 0.0968125469095
769 7.68 7.28864899949 0.0648999493564
770 7.69 7.28941667817 0.0416678168755
771 7.7 7.28922091154 0.0220911535818
772 7.71 7.28905710804 0.00571080399227
773 7.72 7.28875066388 -0.024933612248
774 7.73 7.2884323311 -0.0567668899484
775 7.74 7.28707695037 -0.0923049630312
776 7.75 7.28596549636 -0.103450363925
777 7.76 7.28521729742 -0.0782702584985
778 7.77 7.28423332535 -0.0766674653185
779 7.78 7.28295367137 -0.104632862748
780 7.79 7.28173415021 -0.126584979432
781 7.8 7.28065734644 -0.134265355737
782 7.81 7.27941530825 -0.158469174807
783 7.82 7.27733145728 -0.166854272115
784 7.83 7.27562595922 -0.137404078423
785 7.84 7.27456133218 -0.143866781933
786 7.85 7.27356455844 -0.14354415613
787 7.86 7.27260537108 -0.139462892318
788 7.87 7.27138994217 -0.161005782942
789 7.88 7.26923971555 -0.176028445281
790 7.89 7.26718661617 -0.18133838279
791 7.9 7.26492276757 -0.207723243361
792 7.91 7.26289442842 -0.210557157701
793 7.92 7.26099718261 -0.200281739192
794 7.93 7.25884026435 -0.215973564787
795 7.94 7.25674167757 -0.225832243109
796 7.95 7.25485526906 -0.214473094306
797 7.96 7.25271960516 -0.22803948434
798 7.97 7.2506220945 -0.237790550209
799 7.98 7.24885503663 -0.214496336757
800 7.99 7.24665903392 -0.234096608115
801 8.0 7.24438143957 -0.261856043266
802 8.01 7.24111958318 -0.28804168206
803 8.02 7.23816520234 -0.283479766076
804 8.03 7.23510131628 -0.289868372405
805 8.04 7.23236905779 -0.26309422071
806 8.05 7.22932185645 -0.267814355365
807 8.06 7.22601342252 -0.298657748438
808 8.07 7.22314681932 -0.2853180685
809 8.08 7.22043468261 -0.256531739283
810 8.09 7.217428751 -0.257124900478
811 8.1 7.21439629955 -0.260370045255
812 8.11 7.21159629328 -0.240370671641
813 8.12 7.20960694822 -0.239305177797
814 8.13 7.20770483412 -0.229516587817
815 8.14 7.20573324162 -0.226675837843
816 8.15 7.2040024229 -0.199757709874
817 8.16 7.20209992325 -0.190007674578
818 8.17 7.20036652944 -0.163347055848
819 8.18 7.19864744854 -0.135255146042
820 8.19 7.19754628158 -0.145371842011
821 8.2 7.19637056953 -0.162943047431
822 8.21 7.19449824307 -0.150175693062
823 8.22 7.19289633781 -0.110366218521
824 8.23 7.1921429951 -0.0857004897169
825 8.24 7.19144270264 -0.055729736325
826 8.25 7.19076818327 -0.02318167319
827 8.26 7.19126969312 0.0269693118638
828 8.27 7.1912690252 0.0269025203728
829 8.28 7.19145845512 0.0458455120089
830 8.29 7.19173264533 0.073264533451
831 8.3 7.19297793469 0.0977934692659
832 8.31 7.19400969034 0.1009690344
833 8.32 7.19501204429 0.101204429163
834 8.33 7.19619778847 0.119778846817
835 8.34 7.19735787901 0.135787900808
836 8.35 7.1983830449 0.138304489806
837 8.36 7.19945998225 0.145998225499
838 8.37 7.20077093127 0.177093126743
839 8.38 7.2027926278 0.179262780266
840 8.39 7.20503257829 0.20325782873
841 8.4 7.20703955764 0.203955764203
842 8.41 7.20923761893 0.22376189347
843 8.42 7.21129621258 0.229621257915
844 8.43 7.21345952311 0.245952311148
845 8.44 7.21546862282 0.246862281895
846 8.45 7.21745949528 0.245949527732
847 8.46 7.21972105337 0.27210533653
848 8.47 7.22272256867 0.272256866522
849 8.48 7.22603970676 0.303970676322
850 8.49 7.22907264935 0.30726493549
851 8.5 7.23214405399 0.314405399349
852 8.51 7.23501851366 0.301851365769
853 8.52 7.23797135921 0.297135920665
854 8.53 7.24113547338 0.313547338247
855 8.54 7.24415226917 0.315226917138
856 8.55 7.24701713886 0.301713885976
857 8.56 7.24998610833 0.298610832925
858 8.57 7.25265460529 0.26546052858
859 8.58 7.25575678401 0.275678401197
860 8.59 7.25845377463 0.245377462932
861 8.6 7.26024517014 0.224517013689
862 8.61 7.26213133045 0.213133044982
863 8.62 7.26391486173 0.191486172864
864 8.63 7.26587112954 0.187112953701
865 8.64 7.26775958682 0.175958681725
866 8.65 7.26961082086 0.161082086491
867 8.66 7.27125510189 0.125510188778
868 8.67 7.27206772172 0.106772172291
869 8.68 7.27281165008 0.0811650079572
870 8.69 7.2734961948 0.0496194797517
871 8.7 7.27325367291 0.0253672908235
872 8.71 7.27318749007 0.0187490067402
873 8.72 7.27273966646 -0.0260333540758
874 8.73 7.27274004337 -0.0259956632213
875 8.74 7.27222185158 -0.0778148417328
876 8.75 7.27121916062 -0.0780839379297
877 8.76 7.27014601688 -0.0853983117391
878 8.77 7.26888136867 -0.111863133155
879 8.78 7.26790190436 -0.109809564012
880 8.79 7.26667718729 -0.132281271441
881 8.8 7.26557776831 -0.142223169301
882 8.81 7.26414674615 -0.185325384589
883 8.82 7.26224908379 -0.175091621421
884 8.83 7.26052151515 -0.147848485155
885 8.84 7.25942298322 -0.157701678052
886 8.85 7.25720466114 -0.179533886475
887 8.86 7.25523558045 -0.176441954856
888 8.87 7.25304457319 -0.195542681073
889 8.88 7.25120339856 -0.179660144032
890 8.89 7.24896203123 -0.203796876565
891 8.9 7.24671908221 -0.228091779477
892 8.91 7.24475860828 -0.224139171749
893 8.92 7.24258502518 -0.241497481752
894 8.93 7.24057601044 -0.242398956355
895 8.94 7.23839747235 -0.260252764567
896 8.95 7.23548118754 -0.251881246219
897 8.96 7.23246012941 -0.253987058547
898 8.97 7.22971000481 -0.228999519477
899 8.98 7.22788815005 -0.211184995167
900 8.99 7.22586892128 -0.213107871945
901 9.0 7.22392532979 -0.207467020892
902 9.01 7.22210674201 -0.189325798559
903 9.02 7.22008997928 -0.191002071519
904 9.03 7.2182405548 -0.175944520214
905 9.04 7.21610149574 -0.189850426186
906 9.05 7.21412266274 -0.187733726403
907 9.06 7.21227453148 -0.172546851587
908 9.07 7.2104166118 -0.158338819897
909 9.08 7.20881638956 -0.118361043709
910 9.09 7.20826041797 -0.0739582030928
911 9.1 7.20749318917 -0.0506810834843
912 9.11 7.2066176676 -0.0382332403977
913 9.12 7.20661553596 -0.0384464040759
914 9.13 7.20665626483 -0.0343735167537
915 9.14 7.20683292418 -0.0167075823615
916 9.15 7.2070709748 0.00709748048838
917 9.16 7.2071440065 0.0144006496658
918 9.17 7.2073129136 0.0312913595571
919 9.18 7.2072523191 0.0252319099038
920 9.19 7.20714008444 0.014008444052
921 9.2 7.20698650574 -0.00134942609218
922 9.21 7.20714623639 0.0146236393774
923 9.22 7.2071623938 0.0162393797259
924 9.23 7.20740751261 0.0407512608266
925 9.24 7.20726903614 0.0269036135639
926 9.25 7.20722014809 0.0220148092298
927 9.26 7.20743622976 0.0436229762993
928 9.27 7.20734505213 0.0345052125653
929 9.28 7.20747556564 0.047556564268
930 9.29 7.20738467393 0.0384673925412
931 9.3 7.20758800646 0.0588006457502
932 9.31 7.2088192195 0.0819219498301
933 9.32 7.20994425857 0.094425857091
934 9.33 7.21097137246 0.0971372457209
935 9.34 7.21204925398 0.104925397761
936 9.35 7.21323743745 0.123743744642
937 9.36 7.21430822907 0.130822907054
938 9.37 7.21533635223 0.133635223232
939 9.38 7.21627287609 0.12728760852
940 9.39 7.21712854937 0.112854937212
941 9.4 7.21832565549 0.132565549194
942 9.41 7.21923231767 0.123231767416
943 9.42 7.21995607957 0.09560795664
944 9.43 7.22129326776 0.129326775582
945 9.44 7.22268308031 0.16830803073
946 9.45 7.22488340724 0.188340724225
947 9.46 7.22687177584 0.187177583948
948 9.47 7.22890511896 0.190511896058
949 9.48 7.23089874884 0.189874884338
950 9.49 7.23302700393 0.202700393262
951 9.5 7.23499667186 0.199667185968
952 9.51 7.23706295941 0.206295941197
953 9.52 7.23923929605 0.223929605419
954 9.53 7.24102334187 0.20233418657
955 9.54 7.24286134868 0.186134868344
956 9.55 7.24463108052 0.163108051797
957 9.56 7.24653774121 0.153774121251
958 9.57 7.24863653741 0.163653740822
959 9.58 7.25054387853 0.154387852887
960 9.59 7.25233103956 0.133103956273
961 9.6 7.25328601749 0.128601749488
962 9.61 7.25419413602 0.119413602115
963 9.62 7.2550863982 0.108639819555
964 9.63 7.25622381502 0.122381502043
965 9.64 7.25704285934 0.104285934372
966 9.65 7.25795335025 0.0953350253197
967 9.66 7.25910234408 0.110234408229
968 9.67 7.26007334332 0.107334331835
969 9.68 7.26098717256 0.0987172562445
970 9.69 7.26172854726 0.0728547264348
971 9.7 7.26274701397 0.0747013965608
972 9.71 7.26362352554 0.0623525542105
973 9.72 7.26460304996 0.0603049963884
974 9.73 7.26562993806 0.0629938059524
975 9.74 7.26632801368 0.0328013675899
976 9.75 7.26613908815 0.013908814664
977 9.76 7.26584224513 -0.0157754867582
978 9.77 7.26560975903 -0.0390240973465
979 9.78 7.26548691098 -0.0513089018128
980 9.79 7.26434075453 -0.0659245472945
981 9.8 7.26329556679 -0.0704433214544
982 9.81 7.26230425244 -0.069574756464
983 9.82 7.26114234851 -0.0857651491808
984 9.83 7.26020484933 -0.079515067321
985 9.84 7.25901129801 -0.0988701987829
986 9.85 7.25780813573 -0.119186427257
987 9.86 7.25680548385 -0.119451614526
988 9.87 7.25533893769 -0.166106230668
989 9.88 7.25343976167 -0.156023832984
990 9.89 7.2512394318 -0.176056820306
991 9.9 7.24924890425 -0.175109575052
992 9.91 7.24728451077 -0.171548923353
993 9.92 7.24539722117 -0.160277882947
994 9.93 7.24342537022 -0.157462977992
995 9.94 7.2411315042 -0.186849580097
996 9.95 7.2391415427 -0.185845729825
997 9.96 7.2370277059 -0.197229409984
998 9.97 7.23488898648 -0.211101351696
999 9.98 7.23307406447 -0.192593552637
1000 9.99 7.23116293457 -0.183706543187
1001 10.0 7.22901092258 -0.19890774173
